Run Name (clean name) (1),Tech||Outputs Group Detailed (electricity supply) (1),State,Year,Value,Unit
100% Renewables,Other,district of columbia,2040,0.002,gigawatt
100% Renewables,Other,district of columbia,2045,0.002,gigawatt
100% Renewables,Other,district of columbia,2050,0.002,gigawatt
100% Renewables,Other,florida,2021,2.487,gigawatt
100% Renewables,Other,florida,2025,2.477,gigawatt
100% Renewables,Other,florida,2030,2.424,gigawatt
100% Renewables,Other,florida,2035,1.201,gigawatt
100% Renewables,Other,florida,2040,1.194,gigawatt
100% Renewables,Other,florida,2045,1.063,gigawatt
100% Renewables,Other,florida,2050,0.954,gigawatt
100% Renewables,Other,georgia,2021,1.079,gigawatt
100% Renewables,Other,georgia,2025,1.08,gigawatt
100% Renewables,Other,georgia,2030,1.053,gigawatt
100% Renewables,Other,georgia,2035,0.401,gigawatt
100% Renewables,Other,georgia,2040,0.358,gigawatt
100% Renewables,Other,georgia,2045,0.358,gigawatt
100% Renewables,Other,georgia,2050,0.329,gigawatt
100% Renewables,Other,hawaii,2021,2.096,gigawatt
100% Renewables,Other,hawaii,2025,2.098,gigawatt
100% Renewables,Other,hawaii,2030,1.969,gigawatt
100% Renewables,Other,hawaii,2035,1.971,gigawatt
100% Renewables,Other,hawaii,2040,1.973,gigawatt
100% Renewables,Other,hawaii,2045,1.975,gigawatt
100% Renewables,Other,hawaii,2050,1.834,gigawatt
100% Renewables,Other,idaho,2021,0.021,gigawatt
100% Renewables,Other,idaho,2025,0.02,gigawatt
100% Renewables,Other,idaho,2030,0.02,gigawatt
100% Renewables,Other,idaho,2035,0.02,gigawatt
100% Renewables,Other,idaho,2040,0.02,gigawatt
100% Renewables,Other,idaho,2045,0.019,gigawatt
100% Renewables,Other,idaho,2050,0.016,gigawatt
100% Renewables,Other,illinois,2021,0.511,gigawatt
100% Renewables,Other,illinois,2025,0.511,gigawatt
100% Renewables,Other,illinois,2030,0.192,gigawatt
100% Renewables,Other,illinois,2035,0.137,gigawatt
100% Renewables,Other,illinois,2040,0.097,gigawatt
100% Renewables,Other,illinois,2045,9.70E-02,gigawatt
100% Renewables,Other,illinois,2050,9.70E-02,gigawatt
100% Renewables,Other,indiana,2021,8.90E-02,gigawatt
100% Renewables,Other,indiana,2025,8.70E-02,gigawatt
100% Renewables,Other,indiana,2030,8.20E-02,gigawatt
100% Renewables,Other,indiana,2035,0.055,gigawatt
100% Renewables,Other,indiana,2040,0.038,gigawatt
100% Renewables,Other,indiana,2045,0.038,gigawatt
100% Renewables,Other,indiana,2050,0.038,gigawatt
100% Renewables,Other,iowa,2021,0.798,gigawatt
100% Renewables,Other,iowa,2025,0.667,gigawatt
100% Renewables,Other,iowa,2030,0.626,gigawatt
100% Renewables,Other,iowa,2035,5.32E-01,gigawatt
100% Renewables,Other,iowa,2040,3.67E-01,gigawatt
100% Renewables,Other,iowa,2045,3.65E-01,gigawatt
100% Renewables,Other,iowa,2050,3.65E-01,gigawatt
100% Renewables,Other,kansas,2021,5.59E-01,gigawatt
100% Renewables,Other,kansas,2025,0.545,gigawatt
100% Renewables,Other,kansas,2030,0.52,gigawatt
100% Renewables,Other,kansas,2035,0.296,gigawatt
100% Renewables,Other,kansas,2040,0.112,gigawatt
100% Renewables,Other,kansas,2045,0.099,gigawatt
100% Renewables,Other,kansas,2050,0.073,gigawatt
100% Renewables,Other,kentucky,2021,0.007,gigawatt
100% Renewables,Other,kentucky,2025,0.007,gigawatt
100% Renewables,Other,kentucky,2030,0.007,gigawatt
100% Renewables,Other,kentucky,2035,0.007,gigawatt
100% Renewables,Other,kentucky,2040,0.007,gigawatt
100% Renewables,Other,kentucky,2045,0.007,gigawatt
100% Renewables,Other,kentucky,2050,0.007,gigawatt
100% Renewables,Other,louisiana,2021,0.879,gigawatt
100% Renewables,Other,louisiana,2025,0.097,gigawatt
100% Renewables,Other,louisiana,2030,0.086,gigawatt
100% Renewables,Other,louisiana,2035,0.085,gigawatt
100% Renewables,Other,louisiana,2040,0.085,gigawatt
100% Renewables,Other,louisiana,2045,0.078,gigawatt
100% Renewables,Other,louisiana,2050,0.077,gigawatt
100% Renewables,Other,maine,2021,1.092,gigawatt
100% Renewables,Other,maine,2025,1.011,gigawatt
100% Renewables,Other,maine,2030,0.835,gigawatt
100% Renewables,Other,maine,2035,0.596,gigawatt
100% Renewables,Other,maine,2040,0.252,gigawatt
100% Renewables,Other,maine,2045,0.228,gigawatt
100% Renewables,Other,maine,2050,0.074,gigawatt
100% Renewables,Other,maryland,2021,1.446,gigawatt
100% Renewables,Other,maryland,2025,1.365,gigawatt
100% Renewables,Other,maryland,2030,1.211,gigawatt
100% Renewables,Other,maryland,2035,0.294,gigawatt
100% Renewables,Other,maryland,2040,0.291,gigawatt
100% Renewables,Other,maryland,2045,0.278,gigawatt
100% Renewables,Other,maryland,2050,0.208,gigawatt
100% Renewables,Other,massachusetts,2021,1.993,gigawatt
100% Renewables,Other,massachusetts,2025,1.828,gigawatt
100% Renewables,Other,massachusetts,2030,1.462,gigawatt
100% Renewables,Other,massachusetts,2035,1.094,gigawatt
100% Renewables,Other,massachusetts,2040,0.602,gigawatt
100% Renewables,Other,massachusetts,2045,0.497,gigawatt
100% Renewables,Other,massachusetts,2050,0.352,gigawatt
100% Renewables,Other,michigan,2021,0.886,gigawatt
100% Renewables,Other,michigan,2025,0.614,gigawatt
100% Renewables,Other,michigan,2030,0.404,gigawatt
100% Renewables,Other,michigan,2035,0.324,gigawatt
100% Renewables,Other,michigan,2040,0.321,gigawatt
100% Renewables,Other,michigan,2045,0.307,gigawatt
100% Renewables,Other,michigan,2050,0.238,gigawatt
100% Renewables,Other,minnesota,2021,0.901,gigawatt
100% Renewables,Other,minnesota,2025,0.737,gigawatt
100% Renewables,Other,minnesota,2030,0.681,gigawatt
100% Renewables,Other,minnesota,2035,0.611,gigawatt
100% Renewables,Other,minnesota,2040,0.464,gigawatt
100% Renewables,Other,minnesota,2045,0.459,gigawatt
100% Renewables,Other,minnesota,2050,0.425,gigawatt
100% Renewables,Other,mississippi,2021,0.012,gigawatt
100% Renewables,Other,mississippi,2025,0.012,gigawatt
100% Renewables,Other,mississippi,2030,0.012,gigawatt
100% Renewables,Other,mississippi,2035,0.009,gigawatt
100% Renewables,Other,mississippi,2040,0.009,gigawatt
100% Renewables,Other,mississippi,2045,0.009,gigawatt
100% Renewables,Other,mississippi,2050,0.009,gigawatt
100% Renewables,Other,missouri,2021,0.984,gigawatt
100% Renewables,Other,missouri,2025,0.974,gigawatt
100% Renewables,Other,missouri,2030,0.923,gigawatt
100% Renewables,Other,missouri,2035,0.561,gigawatt
100% Renewables,Other,missouri,2040,0.28,gigawatt
100% Renewables,Other,missouri,2045,0.27,gigawatt
100% Renewables,Other,missouri,2050,0.251,gigawatt
100% Renewables,Other,montana,2021,0.054,gigawatt
100% Renewables,Other,montana,2025,0.004,gigawatt
100% Renewables,Other,montana,2030,0.002,gigawatt
100% Renewables,Other,montana,2035,0.002,gigawatt
100% Renewables,Other,montana,2040,0.002,gigawatt
100% Renewables,Other,montana,2045,0.002,gigawatt
100% Renewables,Other,montana,2050,0.002,gigawatt
100% Renewables,Other,nebraska,2021,0.29,gigawatt
100% Renewables,Other,nebraska,2025,0.289,gigawatt
100% Renewables,Other,nebraska,2030,0.267,gigawatt
100% Renewables,Other,nebraska,2035,0.163,gigawatt
100% Renewables,Other,nebraska,2040,0.053,gigawatt
100% Renewables,Other,nebraska,2045,0.051,gigawatt
100% Renewables,Other,nebraska,2050,0.051,gigawatt
100% Renewables,Other,nevada,2021,0.595,gigawatt
100% Renewables,Other,nevada,2025,0.595,gigawatt
100% Renewables,Other,nevada,2030,0.596,gigawatt
100% Renewables,Other,nevada,2035,0.597,gigawatt
100% Renewables,Other,nevada,2040,0.597,gigawatt
100% Renewables,Other,nevada,2045,0.566,gigawatt
100% Renewables,Other,nevada,2050,0.515,gigawatt
100% Renewables,Other,new hampshire,2021,0.296,gigawatt
100% Renewables,Other,new hampshire,2025,0.269,gigawatt
100% Renewables,Other,new hampshire,2030,0.251,gigawatt
100% Renewables,Other,new hampshire,2035,0.245,gigawatt
100% Renewables,Other,new hampshire,2040,0.243,gigawatt
100% Renewables,Other,new hampshire,2045,0.209,gigawatt
100% Renewables,Other,new hampshire,2050,0.128,gigawatt
100% Renewables,Other,new jersey,2021,0.631,gigawatt
100% Renewables,Other,new jersey,2025,0.581,gigawatt
100% Renewables,Other,new jersey,2030,0.501,gigawatt
100% Renewables,Other,new jersey,2035,0.293,gigawatt
100% Renewables,Other,new jersey,2040,0.291,gigawatt
100% Renewables,Other,new jersey,2045,0.271,gigawatt
100% Renewables,Other,new jersey,2050,0.216,gigawatt
100% Renewables,Other,new mexico,2021,0.037,gigawatt
100% Renewables,Other,new mexico,2025,3.70E-02,gigawatt
100% Renewables,Other,new mexico,2030,3.20E-02,gigawatt
100% Renewables,Other,new mexico,2035,6.00E-03,gigawatt
100% Renewables,Other,new mexico,2040,0.00E+00,gigawatt
100% Renewables,Other,new mexico,2045,0.00E+00,gigawatt
100% Renewables,Other,new mexico,2050,0,gigawatt
100% Renewables,Other,new york,2021,3.801,gigawatt
100% Renewables,Other,new york,2025,3.781,gigawatt
100% Renewables,Other,new york,2030,2.797,gigawatt
100% Renewables,Other,new york,2035,1.804,gigawatt
100% Renewables,Other,new york,2040,0.954,gigawatt
100% Renewables,Other,new york,2045,0.904,gigawatt
100% Renewables,Other,new york,2050,2.49E-01,gigawatt
100% Renewables,Other,north carolina,2021,5.58E-01,gigawatt
100% Renewables,Other,north carolina,2025,5.45E-01,gigawatt
100% Renewables,Other,north carolina,2030,5.07E-01,gigawatt
100% Renewables,Other,north carolina,2035,4.13E-01,gigawatt
100% Renewables,Other,north carolina,2040,3.77E-01,gigawatt
100% Renewables,Other,north carolina,2045,3.54E-01,gigawatt
100% Renewables,Other,north carolina,2050,3.09E-01,gigawatt
100% Renewables,Other,north dakota,2021,5.60E-02,gigawatt
100% Renewables,Other,north dakota,2025,5.50E-02,gigawatt
100% Renewables,Other,north dakota,2030,5.10E-02,gigawatt
100% Renewables,Other,north dakota,2035,3.20E-02,gigawatt
100% Renewables,Other,north dakota,2040,1.40E-02,gigawatt
100% Renewables,Other,north dakota,2045,1.10E-02,gigawatt
100% Renewables,Other,north dakota,2050,1.10E-02,gigawatt
100% Renewables,Other,ohio,2021,0.461,gigawatt
100% Renewables,Other,ohio,2025,0.288,gigawatt
100% Renewables,Other,ohio,2030,0.243,gigawatt
100% Renewables,Other,ohio,2035,0.113,gigawatt
100% Renewables,Other,ohio,2040,0.114,gigawatt
100% Renewables,Other,ohio,2045,0.114,gigawatt
100% Renewables,Other,ohio,2050,0.106,gigawatt
100% Renewables,Other,oklahoma,2021,0.012,gigawatt
100% Renewables,Other,oklahoma,2025,0.012,gigawatt
100% Renewables,Other,oklahoma,2030,0.012,gigawatt
100% Renewables,Other,oklahoma,2035,0,gigawatt
100% Renewables,Other,oklahoma,2040,0,gigawatt
100% Renewables,Other,oklahoma,2045,0,gigawatt
100% Renewables,Other,oklahoma,2050,0,gigawatt
100% Renewables,Other,oregon,2021,0.156,gigawatt
100% Renewables,Other,oregon,2025,0.133,gigawatt
100% Renewables,Other,oregon,2030,0.133,gigawatt
100% Renewables,Other,oregon,2035,0.133,gigawatt
100% Renewables,Other,oregon,2040,0.133,gigawatt
100% Renewables,Other,oregon,2045,0.095,gigawatt
100% Renewables,Other,oregon,2050,0.09,gigawatt
100% Renewables,Other,pennsylvania,2021,2.037,gigawatt
100% Renewables,Other,pennsylvania,2025,1.841,gigawatt
100% Renewables,Other,pennsylvania,2030,1.508,gigawatt
100% Renewables,Other,pennsylvania,2035,0.634,gigawatt
100% Renewables,Other,pennsylvania,2040,0.628,gigawatt
100% Renewables,Other,pennsylvania,2045,0.605,gigawatt
100% Renewables,Other,pennsylvania,2050,0.523,gigawatt
100% Renewables,Other,rhode island,2021,0.029,gigawatt
100% Renewables,Other,rhode island,2025,0.028,gigawatt
100% Renewables,Other,rhode island,2030,0.027,gigawatt
100% Renewables,Other,rhode island,2035,0.026,gigawatt
100% Renewables,Other,rhode island,2040,0.026,gigawatt
100% Renewables,Other,rhode island,2045,0.025,gigawatt
100% Renewables,Other,rhode island,2050,0.023,gigawatt
100% Renewables,Other,south carolina,2021,5.16E-01,gigawatt
100% Renewables,Other,south carolina,2025,5.03E-01,gigawatt
100% Renewables,Other,south carolina,2030,4.73E-01,gigawatt
100% Renewables,Other,south carolina,2035,3.81E-01,gigawatt
100% Renewables,Other,south carolina,2040,3.44E-01,gigawatt
100% Renewables,Other,south carolina,2045,0.333,gigawatt
100% Renewables,Other,south carolina,2050,0.31,gigawatt
100% Renewables,Other,south dakota,2021,0.179,gigawatt
100% Renewables,Other,south dakota,2025,0.177,gigawatt
100% Renewables,Other,south dakota,2030,0.164,gigawatt
100% Renewables,Other,south dakota,2035,0.102,gigawatt
100% Renewables,Other,south dakota,2040,0.032,gigawatt
100% Renewables,Other,south dakota,2045,0.031,gigawatt
100% Renewables,Other,south dakota,2050,0.031,gigawatt
100% Renewables,Other,tennessee,2021,0.026,gigawatt
100% Renewables,Other,tennessee,2025,0.026,gigawatt
100% Renewables,Other,tennessee,2030,0.026,gigawatt
100% Renewables,Other,tennessee,2035,0.026,gigawatt
100% Renewables,Other,tennessee,2040,0.026,gigawatt
100% Renewables,Other,tennessee,2045,0.026,gigawatt
100% Renewables,Other,tennessee,2050,0.026,gigawatt
100% Renewables,Other,texas,2021,0.19,gigawatt
100% Renewables,Other,texas,2025,0.171,gigawatt
100% Renewables,Other,texas,2030,0.152,gigawatt
100% Renewables,Other,texas,2035,0.151,gigawatt
100% Renewables,Other,texas,2040,0.151,gigawatt
100% Renewables,Other,texas,2045,0.144,gigawatt
100% Renewables,Other,texas,2050,0.144,gigawatt
100% Renewables,Other,utah,2021,0.097,gigawatt
100% Renewables,Other,utah,2025,0.097,gigawatt
100% Renewables,Other,utah,2030,0.097,gigawatt
100% Renewables,Other,utah,2035,0.098,gigawatt
100% Renewables,Other,utah,2040,0.098,gigawatt
100% Renewables,Other,utah,2045,0.094,gigawatt
100% Renewables,Other,utah,2050,0.078,gigawatt
100% Renewables,Other,vermont,2021,0.204,gigawatt
100% Renewables,Other,vermont,2025,0.187,gigawatt
100% Renewables,Other,vermont,2030,0.157,gigawatt
100% Renewables,Other,vermont,2035,0.148,gigawatt
100% Renewables,Other,vermont,2040,0.144,gigawatt
100% Renewables,Other,vermont,2045,0.12,gigawatt
100% Renewables,Other,vermont,2050,0.093,gigawatt
100% Renewables,Other,virginia,2021,0.906,gigawatt
100% Renewables,Other,virginia,2025,0.903,gigawatt
100% Renewables,Other,virginia,2030,0.608,gigawatt
100% Renewables,Other,virginia,2035,0.503,gigawatt
100% Renewables,Other,virginia,2040,0.503,gigawatt
100% Renewables,Other,virginia,2045,0.503,gigawatt
100% Renewables,Other,virginia,2050,0.181,gigawatt
100% Renewables,Other,washington,2021,0.152,gigawatt
100% Renewables,Other,washington,2025,0.124,gigawatt
100% Renewables,Other,washington,2030,0.125,gigawatt
100% Renewables,Other,washington,2035,0.125,gigawatt
100% Renewables,Other,washington,2040,0.125,gigawatt
100% Renewables,Other,washington,2045,0.093,gigawatt
100% Renewables,Other,washington,2050,0.085,gigawatt
100% Renewables,Other,west virginia,2021,0.008,gigawatt
100% Renewables,Other,west virginia,2025,0.008,gigawatt
100% Renewables,Other,west virginia,2030,0.007,gigawatt
100% Renewables,Other,west virginia,2035,0.004,gigawatt
100% Renewables,Other,west virginia,2040,0.004,gigawatt
100% Renewables,Other,west virginia,2045,0.004,gigawatt
100% Renewables,Other,west virginia,2050,0.004,gigawatt
100% Renewables,Other,wisconsin,2021,0.787,gigawatt
100% Renewables,Other,wisconsin,2025,0.564,gigawatt
100% Renewables,Other,wisconsin,2030,0.536,gigawatt
100% Renewables,Other,wisconsin,2035,0.491,gigawatt
100% Renewables,Other,wisconsin,2040,0.384,gigawatt
100% Renewables,Other,wisconsin,2045,0.376,gigawatt
100% Renewables,Other,wisconsin,2050,0.375,gigawatt
100% Renewables,Other,wyoming,2021,0.003,gigawatt
100% Renewables,Other,wyoming,2025,0.003,gigawatt
100% Renewables,Other,wyoming,2030,0.003,gigawatt
100% Renewables,Other,wyoming,2035,0.003,gigawatt
100% Renewables,Other,wyoming,2040,0.001,gigawatt
100% Renewables,Other,wyoming,2045,0.001,gigawatt
100% Renewables,Other,wyoming,2050,0.001,gigawatt
Low Land,Customer-sited Solar,alabama,2021,0,gigawatt
Low Land,Customer-sited Solar,alabama,2025,0.025,gigawatt
Low Land,Customer-sited Solar,alabama,2030,0.078,gigawatt
Low Land,Customer-sited Solar,alabama,2035,0.174,gigawatt
Low Land,Customer-sited Solar,alabama,2040,0.18,gigawatt
Low Land,Customer-sited Solar,alabama,2045,0.889,gigawatt
Low Land,Customer-sited Solar,alabama,2050,6.922,gigawatt
Low Land,Customer-sited Solar,alaska,2021,0.01,gigawatt
Low Land,Customer-sited Solar,alaska,2025,0.024,gigawatt
Low Land,Customer-sited Solar,alaska,2030,0.042,gigawatt
Low Land,Customer-sited Solar,alaska,2035,0.061,gigawatt
Low Land,Customer-sited Solar,alaska,2040,0.065,gigawatt
Low Land,Customer-sited Solar,alaska,2045,0.263,gigawatt
Low Land,Customer-sited Solar,alaska,2050,2.059,gigawatt
Low Land,Customer-sited Solar,arizona,2021,1.957,gigawatt
Low Land,Customer-sited Solar,arizona,2025,4.171,gigawatt
Low Land,Customer-sited Solar,arizona,2030,5.419,gigawatt
Low Land,Customer-sited Solar,arizona,2035,7.325,gigawatt
Low Land,Customer-sited Solar,arizona,2040,7.437,gigawatt
Low Land,Customer-sited Solar,arizona,2045,11.601,gigawatt
Low Land,Customer-sited Solar,arizona,2050,15.601,gigawatt
Low Land,Customer-sited Solar,arkansas,2021,0.1,gigawatt
Low Land,Customer-sited Solar,arkansas,2025,0.345,gigawatt
Low Land,Customer-sited Solar,arkansas,2030,0.945,gigawatt
Low Land,Customer-sited Solar,arkansas,2035,1.471,gigawatt
Low Land,Customer-sited Solar,arkansas,2040,1.681,gigawatt
Low Land,Customer-sited Solar,arkansas,2045,4.525,gigawatt
Low Land,Customer-sited Solar,arkansas,2050,10.301,gigawatt
Low Land,Customer-sited Solar,california,2021,12.201,gigawatt
Low Land,Customer-sited Solar,california,2025,29.147,gigawatt
Low Land,Customer-sited Solar,california,2030,37.528,gigawatt
Low Land,Customer-sited Solar,california,2035,45.122,gigawatt
Low Land,Customer-sited Solar,california,2040,58.403,gigawatt
Low Land,Customer-sited Solar,california,2045,71.694,gigawatt
Low Land,Customer-sited Solar,california,2050,83.497,gigawatt
Low Land,Customer-sited Solar,colorado,2021,0.718,gigawatt
Low Land,Customer-sited Solar,colorado,2025,1.768,gigawatt
Low Land,Customer-sited Solar,colorado,2030,2.518,gigawatt
Low Land,Customer-sited Solar,colorado,2035,3.309,gigawatt
Low Land,Customer-sited Solar,colorado,2040,3.832,gigawatt
Low Land,Customer-sited Solar,colorado,2045,8.23,gigawatt
Low Land,Customer-sited Solar,colorado,2050,9.58,gigawatt
Low Land,Customer-sited Solar,connecticut,2021,0.709,gigawatt
Low Land,Customer-sited Solar,connecticut,2025,1.87,gigawatt
Low Land,Customer-sited Solar,connecticut,2030,2.298,gigawatt
Low Land,Customer-sited Solar,connecticut,2035,4.493,gigawatt
Low Land,Customer-sited Solar,connecticut,2040,4.494,gigawatt
Low Land,Customer-sited Solar,connecticut,2045,7.972,gigawatt
Low Land,Customer-sited Solar,connecticut,2050,7.975,gigawatt
Low Land,Customer-sited Solar,delaware,2021,0.092,gigawatt
Low Land,Customer-sited Solar,delaware,2025,0.283,gigawatt
Low Land,Customer-sited Solar,delaware,2030,0.415,gigawatt
Low Land,Customer-sited Solar,delaware,2035,0.46,gigawatt
Low Land,Customer-sited Solar,delaware,2040,0.485,gigawatt
Low Land,Customer-sited Solar,delaware,2045,0.814,gigawatt
Low Land,Customer-sited Solar,delaware,2050,0.872,gigawatt
Low Land,Customer-sited Solar,district of columbia,2021,0.101,gigawatt
Low Land,Customer-sited Solar,district of columbia,2025,0.305,gigawatt
Low Land,Customer-sited Solar,district of columbia,2030,0.445,gigawatt
Low Land,Customer-sited Solar,district of columbia,2035,0.493,gigawatt
Low Land,Customer-sited Solar,district of columbia,2040,0.528,gigawatt
Low Land,Customer-sited Solar,district of columbia,2045,0.951,gigawatt
Low Land,Customer-sited Solar,district of columbia,2050,1.023,gigawatt
Low Land,Customer-sited Solar,florida,2021,1.121,gigawatt
Low Land,Customer-sited Solar,florida,2025,4.242,gigawatt
Low Land,Customer-sited Solar,florida,2030,10.545,gigawatt
Low Land,Customer-sited Solar,florida,2035,16.923,gigawatt
Low Land,Customer-sited Solar,florida,2040,23.205,gigawatt
Low Land,Customer-sited Solar,florida,2045,32.083,gigawatt
Low Land,Customer-sited Solar,florida,2050,56.297,gigawatt
Low Land,Customer-sited Solar,georgia,2021,0.037,gigawatt
Low Land,Customer-sited Solar,georgia,2025,0.207,gigawatt
Low Land,Customer-sited Solar,georgia,2030,0.591,gigawatt
Low Land,Customer-sited Solar,georgia,2035,1.381,gigawatt
Low Land,Customer-sited Solar,georgia,2040,2.366,gigawatt
Low Land,Customer-sited Solar,georgia,2045,8.431,gigawatt
Low Land,Customer-sited Solar,georgia,2050,12.199,gigawatt
Low Land,Customer-sited Solar,hawaii,2021,0.748,gigawatt
Low Land,Customer-sited Solar,hawaii,2025,1.033,gigawatt
Low Land,Customer-sited Solar,hawaii,2030,1.389,gigawatt
Low Land,Customer-sited Solar,hawaii,2035,2.202,gigawatt
Low Land,Customer-sited Solar,hawaii,2040,2.746,gigawatt
Low Land,Customer-sited Solar,hawaii,2045,4.164,gigawatt
Low Land,Customer-sited Solar,hawaii,2050,5.495,gigawatt
Low Land,Customer-sited Solar,idaho,2021,0.09,gigawatt
Low Land,Customer-sited Solar,idaho,2025,0.264,gigawatt
Low Land,Customer-sited Solar,idaho,2030,0.377,gigawatt
Low Land,Customer-sited Solar,idaho,2035,0.567,gigawatt
Low Land,Customer-sited Solar,idaho,2040,0.822,gigawatt
Low Land,Customer-sited Solar,idaho,2045,1.129,gigawatt
Low Land,Customer-sited Solar,idaho,2050,1.887,gigawatt
Low Land,Customer-sited Solar,illinois,2021,0.758,gigawatt
Low Land,Customer-sited Solar,illinois,2025,1.271,gigawatt
Low Land,Customer-sited Solar,illinois,2030,2.5,gigawatt
Low Land,Customer-sited Solar,illinois,2035,4.623,gigawatt
Low Land,Customer-sited Solar,illinois,2040,5.94,gigawatt
Low Land,Customer-sited Solar,illinois,2045,7.836,gigawatt
Low Land,Customer-sited Solar,illinois,2050,16.767,gigawatt
Low Land,Customer-sited Solar,indiana,2021,0.16,gigawatt
Low Land,Customer-sited Solar,indiana,2025,0.419,gigawatt
Low Land,Customer-sited Solar,indiana,2030,0.855,gigawatt
Low Land,Customer-sited Solar,indiana,2035,1.962,gigawatt
Low Land,Customer-sited Solar,indiana,2040,2.331,gigawatt
Low Land,Customer-sited Solar,indiana,2045,5.74,gigawatt
Low Land,Customer-sited Solar,indiana,2050,8.794,gigawatt
Low Land,Customer-sited Solar,iowa,2021,0.179,gigawatt
Low Land,Customer-sited Solar,iowa,2025,0.699,gigawatt
Low Land,Customer-sited Solar,iowa,2030,1.19,gigawatt
Low Land,Customer-sited Solar,iowa,2035,1.964,gigawatt
Low Land,Customer-sited Solar,iowa,2040,2.127,gigawatt
Low Land,Customer-sited Solar,iowa,2045,3.325,gigawatt
Low Land,Customer-sited Solar,iowa,2050,6.421,gigawatt
Low Land,Customer-sited Solar,kansas,2021,0.043,gigawatt
Low Land,Customer-sited Solar,kansas,2025,0.126,gigawatt
Low Land,Customer-sited Solar,kansas,2030,0.229,gigawatt
Low Land,Customer-sited Solar,kansas,2035,0.631,gigawatt
Low Land,Customer-sited Solar,kansas,2040,0.71,gigawatt
Low Land,Customer-sited Solar,kansas,2045,1.487,gigawatt
Low Land,Customer-sited Solar,kansas,2050,3.906,gigawatt
Low Land,Customer-sited Solar,kentucky,2021,0.048,gigawatt
Low Land,Customer-sited Solar,kentucky,2025,0.189,gigawatt
Low Land,Customer-sited Solar,kentucky,2030,0.416,gigawatt
Low Land,Customer-sited Solar,kentucky,2035,0.745,gigawatt
Low Land,Customer-sited Solar,kentucky,2040,1.013,gigawatt
Low Land,Customer-sited Solar,kentucky,2045,2.458,gigawatt
Low Land,Customer-sited Solar,kentucky,2050,9.387,gigawatt
Low Land,Customer-sited Solar,louisiana,2021,0.167,gigawatt
Low Land,Customer-sited Solar,louisiana,2025,0.397,gigawatt
Low Land,Customer-sited Solar,louisiana,2030,0.967,gigawatt
Low Land,Customer-sited Solar,louisiana,2035,1.431,gigawatt
Low Land,Customer-sited Solar,louisiana,2040,1.661,gigawatt
Low Land,Customer-sited Solar,louisiana,2045,3.403,gigawatt
Low Land,Customer-sited Solar,louisiana,2050,4.576,gigawatt
Low Land,Customer-sited Solar,maine,2021,0.122,gigawatt
Low Land,Customer-sited Solar,maine,2025,0.392,gigawatt
Low Land,Customer-sited Solar,maine,2030,0.458,gigawatt
Low Land,Customer-sited Solar,maine,2035,0.738,gigawatt
Low Land,Customer-sited Solar,maine,2040,0.738,gigawatt
Low Land,Customer-sited Solar,maine,2045,1.416,gigawatt
Low Land,Customer-sited Solar,maine,2050,1.416,gigawatt
Low Land,Customer-sited Solar,maryland,2021,0.895,gigawatt
Low Land,Customer-sited Solar,maryland,2025,2.515,gigawatt
Low Land,Customer-sited Solar,maryland,2030,3.8,gigawatt
Low Land,Customer-sited Solar,maryland,2035,5.29,gigawatt
Low Land,Customer-sited Solar,maryland,2040,5.885,gigawatt
Low Land,Customer-sited Solar,maryland,2045,9.968,gigawatt
Low Land,Customer-sited Solar,maryland,2050,11.721,gigawatt
Low Land,Customer-sited Solar,massachusetts,2021,1.891,gigawatt
Low Land,Customer-sited Solar,massachusetts,2025,4.613,gigawatt
Low Land,Customer-sited Solar,massachusetts,2030,5.552,gigawatt
Low Land,Customer-sited Solar,massachusetts,2035,10.601,gigawatt
Low Land,Customer-sited Solar,massachusetts,2040,10.602,gigawatt
Low Land,Customer-sited Solar,massachusetts,2045,18.962,gigawatt
Low Land,Customer-sited Solar,massachusetts,2050,18.967,gigawatt
Low Land,Customer-sited Solar,michigan,2021,0.155,gigawatt
Low Land,Customer-sited Solar,michigan,2025,0.429,gigawatt
Low Land,Customer-sited Solar,michigan,2030,1.311,gigawatt
Low Land,Customer-sited Solar,michigan,2035,2.989,gigawatt
Low Land,Customer-sited Solar,michigan,2040,3.777,gigawatt
Low Land,Customer-sited Solar,michigan,2045,4.414,gigawatt
Low Land,Customer-sited Solar,michigan,2050,11.467,gigawatt
Low Land,Customer-sited Solar,minnesota,2021,0.139,gigawatt
Low Land,Customer-sited Solar,minnesota,2025,0.638,gigawatt
Low Land,Customer-sited Solar,minnesota,2030,1.132,gigawatt
Low Land,Customer-sited Solar,minnesota,2035,1.88,gigawatt
Low Land,Customer-sited Solar,minnesota,2040,2.067,gigawatt
Low Land,Customer-sited Solar,minnesota,2045,4.491,gigawatt
Low Land,Customer-sited Solar,minnesota,2050,7.56,gigawatt
Low Land,Customer-sited Solar,mississippi,2021,0.011,gigawatt
Low Land,Customer-sited Solar,mississippi,2025,0.08,gigawatt
Low Land,Customer-sited Solar,mississippi,2030,0.228,gigawatt
Low Land,Customer-sited Solar,mississippi,2035,0.419,gigawatt
Low Land,Customer-sited Solar,mississippi,2040,0.592,gigawatt
Low Land,Customer-sited Solar,mississippi,2045,1.712,gigawatt
Low Land,Customer-sited Solar,mississippi,2050,2.888,gigawatt
Low Land,Customer-sited Solar,missouri,2021,0.278,gigawatt
